RecordId,ClosedYear,MonthOccurrence,County,NCIC,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,IsMultipleBias,TotalNumberOfIndividualVictimsAdult,TotalNumberOfIndividualVictimsJuvenile,TotalNumberOfSuspectsAdult,TotalNumberOfSuspectsJuvenile,SuspectsEthnicityAsAGroup
CA00-0000035420,2021,1,19,1942,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,"Other (bottle, rocks, spitting)",Other,,0,0,0,0,Unknown
CA00-0000035421,2021,3,19,1972,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Damage to vehicle,,1,0,1,0,Not Hispanic or Latino
CA00-0000035424,2021,3,41,4100,1,1,White,1,Rape,Violent Crimes,Air/Bus/Train Terminal,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035425,2021,3,30,3019,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Multiple Religions (Group),Religion,Government,,Graffiti,,0,0,0,0,Unknown
CA00-0000035426,2021,2,50,5007,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Multiple Religions (Group),Religion,Person,,Damage to vehicle,,1,0,0,0,Unknown
CA00-0000035427,2021,4,19,1942,2,2,Black or African American,1,Aggravated Assault,Violent Crimes,Grocery/Supermarket,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,2,0,1,0,Group of Multiple Ethnicities
CA00-0000035428,2021,4,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Daubing of swastika,,1,0,0,0,Unknown
CA00-0000035429,2021,4,19,1942,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,0,1,1,0,Not Hispanic or Latino
CA00-0000035430,2021,4,19,1942,1,0,Unknown,0,Arson,Property Crimes,Church/Synagogue/Temple,Anti-Other Christian,Religion,Religious,"Arson, fire",Other,,0,0,0,0,Unknown
CA00-0000035431,2021,2,44,4402,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Shopping Mall,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,0,1,1,0,Hispanic or Latino
CA00-0000035432,2021,3,44,4402,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Transgender,Gender Nonconforming,Person,,Graffiti,,1,0,0,0,Unknown
CA00-0000035433,2021,3,44,4402,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Business,,Graffiti,,0,0,0,0,Unknown
CA00-0000035434,2021,3,33,3313,2,2,White,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,Vehicle,Damage to vehicle,,2,0,1,0,Not Hispanic or Latino
CA00-0000035435,2021,4,1,102,1,1,Unknown,2,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,2,0,Hispanic or Latino
CA00-0000035436,2021,3,33,3313,1,1,Unknown,0,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,1,0,0,0,Unknown
CA00-0000035437,2021,1,30,3005,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,,Graffiti,,0,0,0,0,Unknown
CA00-0000035438,2021,3,40,4006,1,1,Unknown,1,Simple Assault,Violent Crimes,Bar/Night Club,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000035439,2021,4,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,1,0,0,0,Unknown
CA00-0000035440,2021,4,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Community Center,Anti-Jewish,Religion,Person,,Graffiti,,1,0,0,0,Unknown
CA00-0000035441,2021,3,40,4006,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035442,2021,4,19,1965,1,1,White,1,Aggravated Assault,Violent Crimes,Lake/Waterway/Beach,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035443,2021,4,19,1942,1,1,Group of Multiple Races,2,Aggravated Assault,Violent Crimes,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Other,,1,0,2,0,Hispanic or Latino
CA00-0000035445,2021,4,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,Unknown,Daubing of swastika,,1,0,0,0,Unknown
CA00-0000035446,2021,4,43,4307,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Other,,1,0,1,0,Not Hispanic or Latino
CA00-0000035447,2021,4,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,Unknown,Daubing of swastika,,1,0,0,0,Unknown
CA00-0000035448,2021,4,19,1942,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,,1,0,1,0,Unknown
CA00-0000035449,2021,4,19,1942,1,1,Asian,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035450,2021,4,19,1942,2,2,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,2,0,1,0,Unknown
CA00-0000035451,2021,4,19,1942,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000035452,2021,4,19,1942,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035453,2021,4,19,1942,1,1,Group of Multiple Races,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,Group of Multiple Ethnicities
CA00-0000035454,2021,4,19,1942,1,1,Black or African American,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Group of Multiple Ethnicities
CA00-0000035455,2021,4,19,1942,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Group of Multiple Ethnicities
CA00-0000035456,2021,4,19,1942,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035457,2021,4,52,5202,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,,1,0,1,0,Not Hispanic or Latino
CA00-0000035459,2021,4,19,1942,2,2,White,1,Aggravated Assault,Violent Crimes,Service/Gas Station,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other gun (pellet, BB, stun gun, etc.)",Threatening letters/flyers/email,,1,1,1,0,Unknown
CA00-0000035460,2021,4,19,1942,1,1,White,1,Aggravated Assault,Violent Crimes,Service/Gas Station,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other gun (pellet, BB, stun gun, etc.)",Threatening letters/flyers/email,,0,1,1,0,Unknown
CA00-0000035461,2021,4,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-White,Race/Ethnicity/Ancestry,Person,Unknown,Graffiti,,1,0,0,0,Unknown
CA00-0000035462,2021,4,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,,1,0,0,0,Unknown
CA00-0000035466,2021,3,38,3805,1,1,White,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035468,2021,4,19,1942,13,13,Unknown,0,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-Jewish,Religion,Person,,Daubing of swastika,,1,12,0,0,Unknown
CA00-0000035469,2021,1,1,103,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000035470,2021,4,19,1942,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Ropes or garrote strangulation or hanging,Other,,1,0,0,0,Unknown
CA00-0000035471,2021,4,19,1942,1,1,Group of Multiple Races,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035472,2021,1,19,1923,1,0,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Jewish,Religion,Business,Unknown,Graffiti,,0,0,1,0,Hispanic or Latino
CA00-0000035473,2021,3,21,2109,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion,Person,Knife or other cutting or stabbing instrument,Damage to vehicle,,1,0,0,0,Unknown
CA00-0000035474,2021,4,15,1502,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Graffiti,,1,0,1,0,Hispanic or Latino
CA00-0000035475,2021,4,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Graffiti,,1,0,0,0,Unknown
CA00-0000035476,2021,3,21,2109,2,2,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Firearm (unknown whether handgun, rifle or shotgun)",Verbal slurs,,1,1,1,0,Unknown
CA00-0000035477,2021,4,19,1941,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000035478,2021,1,36,3602,1,1,White,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other gun (pellet, BB, stun gun, etc.)",Other,,1,0,1,0,Hispanic or Latino
CA00-0000035479,2021,1,12,1203,1,1,Unknown,0,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Ropes or garrote strangulation or hanging,Other,,0,1,0,0,Unknown
CA00-0000035480,2021,3,12,1203,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000035481,2021,3,12,1203,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Female,Gender,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000035482,2021,4,12,1203,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Rock throwing,,2,0,0,0,Unknown
CA00-0000035483,2021,4,19,1942,1,1,Black or African American,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,2,0,Unknown
CA00-0000035484,2021,1,36,3602,2,2,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,1,1,0,Hispanic or Latino
CA00-0000035485,2021,5,19,1942,2,2,Black or African American,1,Aggravated Assault,Violent Crimes,Department/Discount Store,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Other,,2,0,1,0,Unknown
CA00-0000035486,2021,2,36,3602,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,,Graffiti,,0,0,0,0,Unknown
CA00-0000035488,2021,3,19,1925,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035489,2021,4,56,5609,1,1,White,1,Intimidation,Violent Crimes,Park/Playground,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035492,2021,4,38,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,
CA00-0000035493,2021,4,38,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Daubing of swastika,,1,0,0,0,Unknown
CA00-0000035494,2021,5,38,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Liquor Store,Anti-Jewish,Religion,Business,,Graffiti,,0,0,0,0,Unknown
CA00-0000035495,2021,3,1,103,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000035496,2021,3,30,3036,1,1,White,1,Aggravated Assault,Violent Crimes,Park/Playground,Anti-Gender Nonconforming,Gender Nonconforming,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,0,1,0,1,Not Hispanic or Latino
CA00-0000035497,2021,4,19,1942,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035498,2021,4,19,1942,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035499,2021,4,19,1942,1,1,White,1,Robbery,Violent Crimes,Bar/Night Club,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035500,2021,5,30,3036,1,0,Unknown,2,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Government,Unknown,Daubing of swastika,,0,0,0,2,Unknown
CA00-0000035501,2021,4,19,1942,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000035502,2021,3,38,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,,1,0,1,0,
CA00-0000035503,2021,4,19,1942,1,1,Black or African American,2,Simple Assault,Violent Crimes,Service/Gas Station,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,2,0,Unknown
CA00-0000035504,2021,4,19,1942,1,1,White,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035505,2021,4,30,3042,1,1,White,1,Aggravated Assault,Violent Crimes,Park/Playground,Anti-Bisexual,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,0,1,0,1,Not Hispanic or Latino
CA00-0000035506,2021,4,19,1942,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Verbal slurs,,1,0,1,0,Unknown
CA00-0000035507,2021,4,19,1942,2,2,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Verbal slurs,,2,0,1,0,Unknown
CA00-0000035508,2021,3,7,705,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,Unknown,Graffiti,,0,0,0,0,Unknown
CA00-0000035509,2021,4,44,4400,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Other,,1,0,1,0,Unknown
CA00-0000035510,2021,4,44,4400,1,1,Group of Multiple Races,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035514,2021,2,19,191F,1,1,Unknown,0,Intimidation,Violent Crimes,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,0,0,Unknown
CA00-0000035515,2021,2,19,1900,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,,Graffiti,,0,0,0,0,Unknown
CA00-0000035516,2021,2,19,1942,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Damage to vehicle,,1,0,1,0,Hispanic or Latino
CA00-0000035517,2021,5,19,1942,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Government,,Graffiti,,0,0,0,0,Unknown
CA00-0000035518,2021,2,19,1974,1,1,Unknown,2,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,2,0,Hispanic or Latino
CA00-0000035519,2021,2,19,1900,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Business,,Graffiti,,0,0,0,0,Unknown
CA00-0000035520,2021,4,43,4311,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Government,,Graffiti,,0,0,0,0,Unknown
CA00-0000035521,2021,2,19,1900,1,1,White,1,Aggravated Assault,Violent Crimes,Jail/Prison,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035522,2021,4,19,1942,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Other,,1,0,1,0,Hispanic or Latino
CA00-0000035523,2021,4,19,1942,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation,Person,Handgun,Other,,1,0,1,0,Unknown
CA00-0000035524,2021,2,19,192U,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035526,2021,2,19,191H,2,2,White,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,Handgun,Verbal slurs,,2,0,1,0,Not Hispanic or Latino
CA00-0000035527,2021,2,19,1952,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035528,2021,2,19,1927,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Graffiti,,1,0,0,0,Unknown
